question_id,question_text,answer,question_title,hashtags,topics_algebra,topics_geometry,topics_trignometry,topics_arithmetic,calculator,answer_type,chart,length
problem839,"A hero is no braver than an ordinary man, but he is braver five minutes longer.",839,Ralph Waldo Emerson,"Trignometry,Calculator,Grid-In,No Chart,Short",,,Trignometry,,Calculator,Grid-In,No Chart,Short
problem840,"While we try to teach our children all about life, our children teach us what life is all about.",840,Angela Schwindt,"Algebra,Arithmetic,Calculator,Multiple Choice,Chart,Long",Algebra,,,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem841,"When you dance, your purpose is not to get to a certain place on the floor. It's to enjoy each step along the way.",841,Wayne Dyer,"Algebra,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem842,"Genuine love should first be directed at oneself, if we do not love ourselves, how can we love others?",842,Dalai Lama,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem843,The Creator has not given you a longing to do that which you have no ability to do.,843,Orison Marden,"Algebra,Geometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem844,It's so simple to be wise. Just think of something stupid to say and then don't say it.,844,Sam Levenson,"Geometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long",,Geometry,,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem845,"Consider that not only do negative thoughts and emotions destroy our experience of peace, they also undermine our health.",845,Dalai Lama,"Geometry,Trignometry,No Calculator,Grid-In,Chart,Short",,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Short
problem846,"Until you make peace with who you are, you will never be content with what you have.",846,Doris Mortman,"Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short",,,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short
problem847,No one saves us but ourselves. No one can and no one may. We ourselves must walk the path.,847,Buddha,"No Calculator,Grid-In,No Chart,Long",,,,,No Calculator,Grid-In,No Chart,Long
problem848,"The moment one gives close attention to anything, it becomes a mysterious, awesome, indescribably magnificent world in itself.",848,Henry Miller,"Geometry,Calculator,Multiple Choice,No Chart,Short",,Geometry,,,Calculator,Multiple Choice,No Chart,Short
problem849,"Happiness is when what you think, what you say, and what you do are in harmony.",849,Mohandas Gandhi,"Algebra,Geometry,Trignometry,Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem850,"The greatest antidote to insecurity and the sense of fear is compassion, it brings one back to the basis of one's inner strength",850,Dalai Lama,"Algebra,Trignometry,Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem851,"Courage is the discovery that you may not win, and trying when you know you can lose.",851,,"Algebra,Arithmetic,No Calculator,Grid-In,Chart,Short",Algebra,,,Arithmetic,No Calculator,Grid-In,Chart,Short
problem852,To be thoughtful and kind only takes a few seconds compared to the timeless hurt caused by one rude gesture.,852,Byron Pulsifer,"Algebra,Trignometry,No Calculator,Multiple Choice,Chart,Short",Algebra,,Trignometry,,No Calculator,Multiple Choice,Chart,Short
problem853,"The purpose of learning is growth, and our minds, unlike our bodies, can continue growing as we continue to live.",853,Mortimer Adler,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short
problem854,When you realize how perfect everything is you will tilt your head back and laugh at the sky.,854,Buddha,"Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",,,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem855,"For every failure, there's an alternative course of action. You just have to find it. When you come to a roadblock, take a detour.",855,Mary Kay Ash,"Arithmetic,No Calculator,Grid-In,Chart,Long",,,,Arithmetic,No Calculator,Grid-In,Chart,Long
problem856,"It is surprising what a man can do when he has to, and how little most men will do when they don't have to.",856,Walter Linn,"Algebra,Calculator,Multiple Choice,Chart,Short",Algebra,,,,Calculator,Multiple Choice,Chart,Short
problem857,To be aware of a single shortcoming in oneself is more useful than to be aware of a thousand in someone else.,857,Tenzin Gyatso,"Algebra,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short",Algebra,,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short
problem858,Nobody made a greater mistake than he who did nothing because he could do only a little.,858,Edmund Burke,"Arithmetic,Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem859,"Constant kindness can accomplish much. As the sun makes ice melt, kindness causes misunderstanding, mistrust, and hostility to evaporate.",859,Albert Schweitzer,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short
problem860,The greatest minds are capable of the greatest vices as well as of the greatest virtues.,860,Rene Descartes,"Algebra,No Calculator,Grid-In,Chart,Short",Algebra,,,,No Calculator,Grid-In,Chart,Short
problem861,"A man should look for what is, and not for what he thinks should be.",861,Albert Einstein,"Trignometry,No Calculator,Grid-In,No Chart,Long",,,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem862,"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict.",862,William Channing,"Arithmetic,Calculator,Grid-In,Chart,Long",,,,Arithmetic,Calculator,Grid-In,Chart,Long
problem863,If you have no respect for your own values how can you be worthy of respect from others.,863,Byron Pulsifer,"Algebra,Geometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem864,Some people are always grumbling because roses have thorns; I am thankful that thorns have roses.,864,Alphonse Karr,"Algebra,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem865,"To choose what is difficult all ones days, as if it were easy, that is faith.",865,W. H. Auden,"Algebra,Arithmetic,No Calculator,Multiple Choice,Chart,Short",Algebra,,,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem866,Ability is what you're capable of doing. Motivation determines what you do.Attitude determines how well you do it.,866,Lou Holtz,"No Calculator,Multiple Choice,Chart,Short",,,,,No Calculator,Multiple Choice,Chart,Short
problem867,Do not be embarrassed by your mistakes. Nothing can teach us better than our understanding of them. This is one of the best ways of self-education.,867,Thomas Carlyle,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem868,"Thousands of candles can be lighted from a single candle, and the life of the candle will not be shortened. Happiness never decreases by being shared.",868,Buddha,"Algebra,No Calculator,Multiple Choice,Chart,Long",Algebra,,,,No Calculator,Multiple Choice,Chart,Long
problem869,"I care not so much what I am to others as what I am to myself. I will be rich by myself, and not by borrowing.",869,Michel de Montaigne,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem870,"Know that although in the eternal scheme of things you are small, you are also unique and irreplaceable, as are all your fellow humans everywhere in the world.",870,Margaret Laurence,"Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long",,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long
problem871,"To do all that one is able to do, is to be a man; to do all that one would like to do, is to be a god.",871,Napoleon Bonaparte,"Algebra,Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem872,"If you let go a little, you will have a little peace. If you let go a lot, you will have a lot of peace.",872,Ajahn Chah,"Algebra,Trignometry,No Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem873,"There is no need for temples, no need for complicated philosophies. My brain and my heart are my temples; my philosophy is kindness.",873,Dalai Lama,"Geometry,Trignometry,No Calculator,Grid-In,No Chart,Long",,Geometry,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem874,"The spirit, the will to win, and the will to excel, are the things that endure. These qualities are so much more important than the events that occur.",874,Vincent Lombardi,"Algebra,No Calculator,Grid-In,Chart,Short",Algebra,,,,No Calculator,Grid-In,Chart,Short
problem875,"Man is not sum of what he has already, but rather the sum of what he does not yet have, of what he could have.",875,Jean-Paul Sartre,"Trignometry,No Calculator,Multiple Choice,Chart,Short",,,Trignometry,,No Calculator,Multiple Choice,Chart,Short
problem876,"Don't believe what your eyes are telling you. All they show is limitation. Look with your understanding, find out what you already know, and you'll see the way to fly.",876,Richard Bach,"Geometry,No Calculator,Multiple Choice,No Chart,Long",,Geometry,,,No Calculator,Multiple Choice,No Chart,Long
problem877,"I believe that we are solely responsible for our choices, and we have to accept the consequences of every deed, word, and thought throughout our lifetime.",877,Elisabeth Kubler-Ross,"Algebra,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",Algebra,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem878,Wishes can be your best avenue of getting what you want when you turn wishes into action. Action moves your wish to the forefront from thought to reality.,878,Byron Pulsifer,"Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long",,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long
problem879,"To understand the heart and mind of a person, look not at what he has already achieved, but at what he aspires to do.",879,Kahlil Gibran,"Arithmetic,No Calculator,Grid-In,No Chart,Short",,,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem880,"I am of the opinion that my life belongs to the community, and as long as I live it is my privilege to do for it whatever I can.",880,Bernard Shaw,"Algebra,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,,,Arithmetic,Calculator,Grid-In,Chart,Long
problem881,"Imagination is more important than knowledge. For while knowledge defines all we currently know and understand, imagination points to all we might yet discover and create.",881,Albert Einstein,"Algebra,Geometry,Trignometry,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Grid-In,No Chart,Long
problem882,"When you see a good person, think of becoming like him. When you see someone not so good, reflect on your own weak points.",882,Confucius,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem883,"If one is estranged from oneself, then one is estranged from others too. If one is out of touch with oneself, then one cannot touch others.",883,Anne Lindbergh,"Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Short
problem884,Most of the important things in the world have been accomplished by people who have kept on trying when there seemed to be no hope at all.,884,Dale Carnegie,"Calculator,Multiple Choice,No Chart,Short",,,,,Calculator,Multiple Choice,No Chart,Short
problem885,"You may say Im a dreamer, but Im not the only one, I hope someday you will join us, and the world will live as one.",885,John Lennon,"Algebra,Trignometry,No Calculator,Grid-In,Chart,Long",Algebra,,Trignometry,,No Calculator,Grid-In,Chart,Long
problem886,"Happiness is as a butterfly which, when pursued, is always beyond our grasp, but which if you will sit down quietly, may alight upon you.",886,Nathaniel Hawthorne,"Algebra,Geometry,Trignometry,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,Trignometry,,No Calculator,Multiple Choice,No Chart,Short
problem887,"He who experiences the unity of life sees his own Self in all beings, and all beings in his own Self, and looks on everything with an impartial eye.",887,Buddha,"Algebra,Geometry,Trignometry,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,Trignometry,,No Calculator,Multiple Choice,No Chart,Short
problem888,"In the sky, there is no distinction of east and west; people create distinctions out of their own minds and then believe them to be true.",888,Buddha,"Trignometry,No Calculator,Grid-In,No Chart,Short",,,Trignometry,,No Calculator,Grid-In,No Chart,Short
problem889,"You cannot change anything in your life with intention alone, which can become a watered-down, occasional hope that you'll get to tomorrow. Intention without action is useless.",889,Caroline Myss,"Trignometry,Calculator,Grid-In,Chart,Short",,,Trignometry,,Calculator,Grid-In,Chart,Short
problem890,"Before you can inspire with emotion, you must be swamped with it yourself. Before you can move their tears, your own must flow. To convince them, you must yourself believe.",890,Winston Churchill,"Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long",,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long
problem891,"The greatest discovery of our generation is that human beings can alter their lives by altering their attitudes of mind. As you think, so shall you be.",891,William James,"Algebra,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem892,"If one advances confidently in the direction of his dream, and endeavours to live the life which he had imagines, he will meet with a success unexpected in common hours.",892,Henry David Thoreau,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Long
problem893,"The secret of joy in work is contained in one word, excellence. To know how to do something well is to enjoy it.",893,Pearl Buck,"Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem894,"When you meet someone better than yourself, turn your thoughts to becoming his equal. When you meet someone not as good as you are, look within and examine your own self.",894,Confucius,"Geometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short",,Geometry,,Arithmetic,No Calculator,Multiple Choice,Chart,Short
